no_,genero_de_la_victima,estado_civil_de_la_victima,condicion,fecha_de_muerte_victima,tipo_de_accidente,fecha_siniestro,canton,provincia,fecha_de_creacion_de_proteccion_de_fallecidos,anio,mes_num
6942,MASCULINO,SOLTERO/A,PEATON,2019-03-31,ATROPELLO,2019-03-29,LATACUNGA,COTOPAXI,2019-06-03,2019,3
6944,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-11,CHOQUE,2019-05-11,PORTOVIEJO,MANABI,2019-06-03,2019,5
6945,FEMENINO,SOLTERO/A,OCUPANTE,2019-05-24,CHOQUE,2019-05-24,GUAYAQUIL,GUAYAS,2019-06-03,2019,5
6948,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-08,CHOQUE,2019-04-08,PUERTO QUITO,PICHINCHA,2019-06-03,2019,4
6949,MASCULINO,VIUDO/A,OCUPANTE,2019-04-17,CHOQUE,2019-04-17,PUERTO QUITO,PICHINCHA,2019-06-03,2019,4
6950,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-06,CHOQUE,2019-05-05,ESMERALDAS,ESMERALDAS,2019-06-03,2019,5
6951,FEMENINO,SOLTERO/A,OCUPANTE,2019-02-23,VOLCAMIENTO,2019-02-23,PUERTO QUITO,PICHINCHA,2019-06-03,2019,2
6952,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-14,VOLCAMIENTO,2019-04-15,SANTA ANA,MANABI,2019-06-03,2019,4
6953,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,PUERTO FRANCISCO DE ORELLANA,ORELLANA,2019-06-03,2019,4
6954,MASCULINO,CASADO/A,OCUPANTE,2019-03-30,VOLCAMIENTO,2019-03-30,SANTA ANA,MANABI,2019-06-03,2019,3
6956,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-04-07,CHOQUE,2019-04-07,QUITO,PICHINCHA,2019-06-03,2019,4
6957,FEMENINO,CASADO/A,OCUPANTE,2019-02-24,CHOQUE,2019-02-24,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-31,2019,2
6958,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-18,CHOQUE,2019-05-18,PUYO,PASTAZA,2019-05-31,2019,5
6959,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-06,CHOQUE,2019-04-06,PORTOVIEJO,MANABI,2019-05-31,2019,4
6960,MASCULINO,SOLTERO/A,PEATON,2019-02-09,ATROPELLO,2019-02-04,PUYO,PASTAZA,2019-05-31,2019,2
6961,MASCULINO,SOLTERO/A,PEATON,2019-04-29,ATROPELLO,2019-04-28,IBARRA,IMBABURA,2019-05-31,2019,4
6962,MASCULINO,CASADO/A,PEATON,2019-05-03,ATROPELLO,2019-05-03,ARENILLAS,EL ORO,2019-05-31,2019,5
6963,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-13,CHOQUE,2019-05-13,DAULE,GUAYAS,2019-05-31,2019,5
6964,MASCULINO,CASADO/A,PEATON,2019-04-08,ATROPELLO,2019-01-01,RIOBAMBA,CHIMBORAZO,2019-05-31,2019,1
6965,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-11,VOLCAMIENTO,2019-05-11,QUITO,PICHINCHA,2019-05-30,2019,5
6966,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-18,CHOQUE,2019-04-18,SAN LORENZO,ESMERALDAS,2019-05-30,2019,4
6969,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-03,CHOQUE,2019-05-03,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-30,2019,5
6970,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-02,CHOQUE,2019-05-02,BABAHOYO,LOS RIOS,2019-05-30,2019,5
6971,MASCULINO,CASADO/A,PEATON,2019-05-19,ATROPELLO,2019-05-16,NARANJITO,GUAYAS,2019-05-30,2019,5
6972,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-27,CHOQUE,2019-04-24,PUERTO FRANCISCO DE ORELLANA,ORELLANA,2019-05-30,2019,4
6973,MASCULINO,SOLTERO/A,PEATON,2019-04-27,ATROPELLO,2019-04-27,SANGOLQUI,PICHINCHA,2019-05-30,2019,4
6974,MASCULINO,CASADO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,SAN GABRIEL,CARCHI,2019-05-30,2019,5
6975,MASCULINO,SOLTERO/A,PEATON,2019-04-06,ATROPELLO,2019-03-28,GUAYAQUIL,GUAYAS,2019-05-31,2019,3
6977,MASCULINO,CASADO/A,OCUPANTE,2019-04-24,CHOQUE,2019-04-13,GUAYAQUIL,GUAYAS,2019-05-29,2019,4
6978,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,DURAN,GUAYAS,2019-05-29,2019,5
6979,MASCULINO,SOLTERO/A,PEATON,2019-05-19,ATROPELLO,2019-05-19,QUITO,PICHINCHA,2019-05-29,2019,5
6980,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,PORTOVIEJO,MANABI,2019-05-29,2019,5
6981,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-23,CHOQUE,2019-04-23,EL EMPALME,GUAYAS,2019-05-29,2019,4
6982,MASCULINO,CASADO/A,OCUPANTE,2019-05-03,CAIDA,2019-05-03,GUALACEO,AZUAY,2019-05-29,2019,5
6983,MASCULINO,SOLTERO/A,PEATON,2019-03-31,ATROPELLO,2019-03-31,PINAS,EL ORO,2019-05-29,2019,3
6984,MASCULINO,CASADO/A,PEATON,2019-04-16,ATROPELLO,2019-04-16,NARANJITO,GUAYAS,2019-05-29,2019,4
6985,MASCULINO,CASADO/A,OCUPANTE,2019-05-17,CHOQUE,2019-05-17,CUENCA,AZUAY,2019-05-29,2019,5
6986,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-04-12,VOLCAMIENTO,2019-04-12,CHONE,MANABI,2019-05-28,2019,4
6987,MASCULINO,CASADO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,QUITO,PICHINCHA,2019-05-28,2019,4
6988,MASCULINO,SOLTERO/A,PEATON,2019-05-16,ATROPELLO,2019-05-16,IBARRA,IMBABURA,2019-05-28,2019,5
6989,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-11,CHOQUE,2019-03-10,RIOBAMBA,CHIMBORAZO,2019-05-28,2019,3
6990,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-12,VOLCAMIENTO,2019-05-12,SAN GABRIEL,CARCHI,2019-05-28,2019,5
6991,MASCULINO,CASADO/A,OCUPANTE,2019-05-12,VOLCAMIENTO,2019-05-12,SAN GABRIEL,CARCHI,2019-05-28,2019,5
6993,MASCULINO,CASADO/A,OCUPANTE,2019-04-30,CHOQUE,2019-04-30,CHONE,MANABI,2019-05-28,2019,4
6994,FEMENINO,SOLTERO/A,OCUPANTE,2019-02-03,CHOQUE,2019-02-02,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-28,2019,2
6995,FEMENINO,SOLTERO/A,PEATON,2019-02-21,ATROPELLO,2019-02-09,CHONE,MANABI,2019-05-28,2019,2
6996,MASCULINO,CASADO/A,OCUPANTE,2019-05-06,ATROPELLO,2019-05-07,SALITRE,GUAYAS,2019-05-28,2019,5
6997,MASCULINO,SOLTERO/A,PEATON,2019-05-07,ATROPELLO,2019-05-07,SALITRE,GUAYAS,2019-05-28,2019,5
6998,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-16,CHOQUE,2019-05-16,DAULE,GUAYAS,2019-05-28,2019,5
6999,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-09,VOLCAMIENTO,2019-05-09,NARANJAL,GUAYAS,2019-05-27,2019,5
7000,MASCULINO,SOLTERO/A,PEATON,2019-05-08,ATROPELLO,2019-05-08,CAYAMBE,PICHINCHA,2019-05-27,2019,5
7001,MASCULINO,CASADO/A,PEATON,2019-01-25,ATROPELLO,2019-01-25,CAYAMBE,PICHINCHA,2019-05-27,2019,1
7002,MASCULINO,SOLTERO/A,PEATON,2019-04-20,,2019-04-20,QUITO,PICHINCHA,2019-05-27,2019,4
7003,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CAIDA,2019-04-21,GUAYAQUIL,GUAYAS,2019-05-27,2019,4
7004,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-11,CHOQUE,2019-05-11,MILAGRO,GUAYAS,2019-05-27,2019,5
7005,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-20,VOLCAMIENTO,2019-04-20,SALCEDO,COTOPAXI,2019-05-27,2019,4
7006,MASCULINO,CASADO/A,OCUPANTE,2019-04-02,ATROPELLO,2019-04-02,PEDERNALES,MANABI,2019-05-27,2019,4
7007,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-28,VOLCAMIENTO,2019-04-28,LOJA,LOJA,2019-05-27,2019,4
7008,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-16,CHOQUE,2019-03-16,QUITO,PICHINCHA,2019-05-23,2019,3
7009,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-28,VOLCAMIENTO,2019-04-28,ARENILLAS,EL ORO,2019-05-23,2019,4
7010,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,LAS NAVES,BOLIVAR,2019-05-23,2019,4
7011,MASCULINO,CASADO/A,PEATON,2019-04-02,ATROPELLO,2019-04-01,PORTOVIEJO,MANABI,2019-05-23,2019,4
7012,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-07,CHOQUE,2019-03-31,PUJILI,COTOPAXI,2019-05-23,2019,3
7013,MASCULINO,CASADO/A,PEATON,2019-03-24,ATROPELLO,2019-03-23,ARENILLAS,EL ORO,2019-05-22,2019,3
7014,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-22,CHOQUE,2019-04-21,GUAYAQUIL,GUAYAS,2019-05-22,2019,4
7015,FEMENINO,SOLTERO/A,PEATON,2019-05-04,ATROPELLO,2019-05-04,PEDERNALES,MANABI,2019-05-22,2019,5
7016,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-11,VOLCAMIENTO,2019-05-11,QUITO,PICHINCHA,2019-05-22,2019,5
7017,MASCULINO,CASADO/A,OCUPANTE,2019-04-12,CHOQUE,2019-04-12,QUITO,PICHINCHA,2019-05-22,2019,4
7018,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-18,CHOQUE,2019-03-18,QUEVEDO,LOS RIOS,2019-05-22,2019,3
7021,MASCULINO,SOLTERO/A,BICICLETA,2019-04-12,CHOQUE,2019-04-12,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-22,2019,4
7023,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-14,CHOQUE,2019-05-14,IBARRA,IMBABURA,2019-05-22,2019,5
7024,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-06,VOLCAMIENTO,2019-04-06,SAMBORONDON,GUAYAS,2019-05-22,2019,4
7025,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-22,CHOQUE,2019-03-22,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-22,2019,3
7026,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-11,CHOQUE,2019-04-11,CHONE,MANABI,2019-05-22,2019,4
7028,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-05-11,CHOQUE,2019-05-11,LA TRONCAL,CANAR,2019-05-22,2019,5
7030,MASCULINO,CASADO/A,OCUPANTE,2019-04-25,CHOQUE,2019-04-24,MONTECRISTI,MANABI,2019-05-21,2019,4
7031,MASCULINO,SOLTERO/A,PEATON,2019-04-04,ATROPELLO,2019-03-28,CUENCA,AZUAY,2019-05-21,2019,3
7032,FEMENINO,VIUDO/A,PEATON,2019-04-06,ATROPELLO,2019-04-06,GUALAQUIZA,MORONA SANTIAGO,2019-05-21,2019,4
7033,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-24,CHOQUE,2019-04-24,QUEVEDO,LOS RIOS,2019-05-21,2019,4
7035,MASCULINO,SOLTERO/A,PEATON,2019-02-15,ATROPELLO,2019-02-14,GUAYAQUIL,GUAYAS,2019-05-21,2019,2
7036,FEMENINO,CASADO/A,PEATON,2019-03-16,ATROPELLO,2019-03-16,IBARRA,IMBABURA,2019-05-21,2019,3
7037,MASCULINO,SOLTERO/A,PEATON,2019-05-13,ATROPELLO,2019-05-13,GUAYAQUIL,GUAYAS,2019-05-21,2019,5
7038,MASCULINO,CASADO/A,OCUPANTE,2019-01-04,VOLCAMIENTO,2019-01-04,PIMAMPIRO,IMBABURA,2019-05-21,2019,1
7040,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-06,VOLCAMIENTO,2019-04-06,SAMBORONDON,GUAYAS,2019-05-21,2019,4
7041,FEMENINO,CASADO/A,OCUPANTE,2019-03-25,VOLCAMIENTO,2019-03-05,JIPIJAPA,MANABI,2019-05-21,2019,3
7042,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,NUEVA LOJA,SUCUMBIOS,2019-05-21,2019,5
7043,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-17,CHOQUE,2019-02-16,VALENCIA,LOS RIOS,2019-05-21,2019,2
7044,FEMENINO,CASADO/A,OCUPANTE,2019-05-05,CHOQUE,2019-05-05,BABAHOYO,LOS RIOS,2019-05-21,2019,5
7045,MASCULINO,SOLTERO/A,PEATON,2019-03-29,ATROPELLO,2019-03-29,DURAN,GUAYAS,2019-05-21,2019,3
7046,MASCULINO,SOLTERO/A,PEATON,2019-04-27,ATROPELLO,2019-04-27,SALCEDO,COTOPAXI,2019-05-21,2019,4
7047,FEMENINO,SOLTERO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,CUENCA,AZUAY,2019-05-21,2019,5
7048,MASCULINO,SOLTERO/A,PEATON,2019-05-04,ATROPELLO,2019-05-04,CANAR,CANAR,2019-05-21,2019,5
7049,FEMENINO,VIUDO/A,PEATON,2019-04-14,ATROPELLO,2019-04-14,COLTA,CHIMBORAZO,2019-05-21,2019,4
7050,MASCULINO,VIUDO/A,PEATON,2019-05-05,ATROPELLO,2019-05-05,GUANO,CHIMBORAZO,2019-05-21,2019,5
7051,FEMENINO,VIUDO/A,PEATON,2019-05-04,ATROPELLO,2019-05-04,AZOGUES,CANAR,2019-05-21,2019,5
7052,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,COLTA,CHIMBORAZO,2019-05-20,2019,4
7053,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-03-25,VOLCAMIENTO,2019-03-25,GUAYAQUIL,GUAYAS,2019-05-20,2019,3
7054,MASCULINO,CASADO/A,OCUPANTE,2019-02-09,VOLCAMIENTO,2019-02-09,GUALAQUIZA,MORONA SANTIAGO,2019-05-20,2019,2
7055,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-05,VOLCAMIENTO,2019-05-05,AZOGUES,CANAR,2019-05-20,2019,5
7056,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,COLTA,CHIMBORAZO,2019-05-20,2019,4
7057,MASCULINO,SOLTERO/A,PEATON,2019-04-25,ATROPELLO,2019-04-25,DURAN,GUAYAS,2019-05-20,2019,4
7058,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-09,CHOQUE,2019-03-09,PEDERNALES,MANABI,2019-05-20,2019,3
7059,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-12,VOLCAMIENTO,2019-05-12,QUEVEDO,LOS RIOS,2019-05-20,2019,5
7060,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-24,VOLCAMIENTO,2019-02-24,PUJILI,COTOPAXI,2019-05-20,2019,2
7061,FEMENINO,CASADO/A,OCUPANTE,2019-04-19,CHOQUE,2019-04-19,DAULE,GUAYAS,2019-05-20,2019,4
7062,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-16,ATROPELLO,2019-03-16,ISIDRO AYORA,GUAYAS,2019-05-20,2019,3
7063,MASCULINO,SOLTERO/A,PEATON,2019-03-03,ATROPELLO,2019-03-03,MILAGRO,GUAYAS,2019-05-20,2019,3
7064,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-05,CHOQUE,2019-05-05,COLTA,CHIMBORAZO,2019-05-20,2019,5
7065,FEMENINO,CASADO/A,OCUPANTE,2019-02-22,CHOQUE,2019-02-09,NUEVA LOJA,SUCUMBIOS,2019-05-20,2019,2
7066,MASCULINO,CASADO/A,PEATON,2019-04-13,ATROPELLO,2019-04-13,SHUSHUFINDI,SUCUMBIOS,2019-05-20,2019,4
7067,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-30,CHOQUE,2019-03-30,MILAGRO,GUAYAS,2019-05-20,2019,3
7068,FEMENINO,SOLTERO/A,OCUPANTE,2019-02-23,CHOQUE,2019-02-09,NUEVA LOJA,SUCUMBIOS,2019-05-20,2019,2
7070,MASCULINO,VIUDO/A,PEATON,2018-07-05,ATROPELLO,2019-07-05,EL EMPALME,GUAYAS,2019-05-17,2019,7
7072,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-13,VOLCAMIENTO,2019-04-13,PALLATANGA,CHIMBORAZO,2019-05-17,2019,4
7073,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-14,SALITRE,GUAYAS,2019-05-17,2019,4
7074,MASCULINO,SOLTERO/A,PEATON,2018-05-30,ATROPELLO,2019-05-29,MACHALA,EL ORO,2019-05-17,2019,5
7075,MASCULINO,SOLTERO/A,PEATON,2019-05-07,ATROPELLO,2019-05-07,CHAMBO,CHIMBORAZO,2019-05-17,2019,5
7076,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-01,CHOQUE,2019-04-01,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-17,2019,4
7077,MASCULINO,SOLTERO/A,BICICLETA,2019-04-20,ATROPELLO,2019-04-19,ESMERALDAS,ESMERALDAS,2019-05-17,2019,4
7078,MASCULINO,CASADO/A,OCUPANTE,2019-04-02,CHOQUE,2019-04-02,QUININDE,ESMERALDAS,2019-05-17,2019,4
7079,MASCULINO,SOLTERO/A,PEATON,2019-04-14,ATROPELLO,2019-04-14,BALAO,GUAYAS,2019-05-17,2019,4
7081,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,VOLCAMIENTO,2019-04-21,ESMERALDAS,ESMERALDAS,2019-05-17,2019,4
7082,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-06,CHOQUE,2019-04-06,OLMEDO,LOJA,2019-05-17,2019,4
7083,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-27,CHOQUE,2019-03-27,OLMEDO,LOJA,2019-05-17,2019,3
7084,MASCULINO,SOLTERO/A,PEATON,2019-03-31,DESCONOCIDO,2019-03-31,ESMERALDAS,ESMERALDAS,2019-05-17,2019,3
7085,MASCULINO,CASADO/A,PEATON,2019-02-17,ATROPELLO,2019-02-17,EL CARMEN,MANABI,2019-05-17,2019,2
7086,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-06,CHOQUE,2019-04-06,OLMEDO,LOJA,2019-05-17,2019,4
7087,FEMENINO,SOLTERO/A,OCUPANTE,2019-03-07,CHOQUE,2019-03-07,PORTOVIEJO,MANABI,2019-05-17,2019,3
7088,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-04-27,CHOQUE,2019-04-26,QUITO,PICHINCHA,2019-05-17,2019,4
7089,MASCULINO,CASADO/A,OCUPANTE,2019-03-03,CHOQUE,2019-03-03,QUININDE,ESMERALDAS,2019-05-16,2019,3
7091,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-10,VOLCAMIENTO,2019-05-10,PALENQUE,LOS RIOS,2019-05-16,2019,5
7093,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-26,VOLCAMIENTO,2019-02-26,AMBATO,TUNGURAHUA,2019-05-16,2019,2
7094,MASCULINO,CASADO/A,PEATON,2019-04-07,ATROPELLO,2019-04-07,PUJILI,COTOPAXI,2019-05-16,2019,4
7095,FEMENINO,SOLTERO/A,OCUPANTE,2019-03-06,VOLCAMIENTO,2019-03-06,QUININDE,ESMERALDAS,2019-05-15,2019,3
7096,MASCULINO,DIVORCIADO/A,PEATON,2019-04-19,ATROPELLO,2019-04-19,QUITO,PICHINCHA,2019-05-15,2019,4
7097,MASCULINO,VIUDO/A,PEATON,2019-03-16,ATROPELLO,2019-03-16,SALCEDO,COTOPAXI,2019-05-15,2019,3
7098,FEMENINO,CASADO/A,OCUPANTE,2019-01-09,CHOQUE,2019-01-07,SUCUA,MORONA SANTIAGO,2019-05-15,2019,1
7100,FEMENINO,SOLTERO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,CUENCA,AZUAY,2019-05-15,2019,5
7102,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-21,VOLCAMIENTO,2019-01-21,MILAGRO,GUAYAS,2019-05-15,2019,1
7104,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-23,ATROPELLO,2019-04-23,QUITO,PICHINCHA,2019-05-15,2019,4
7105,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-16,CHOQUE,2019-03-16,MILAGRO,GUAYAS,2019-05-15,2019,3
7106,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-16,CHOQUE,2019-02-09,CORONEL MARCELINO MARIDUENA,GUAYAS,2019-05-15,2019,2
7107,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,COLTA,CHIMBORAZO,2019-05-15,2019,4
7108,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-24,VOLCAMIENTO,2019-01-20,MILAGRO,GUAYAS,2019-05-15,2019,1
7110,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-20,CHOQUE,2019-01-20,MILAGRO,GUAYAS,2019-05-15,2019,1
7112,MASCULINO,SOLTERO/A,BICICLETA,2019-02-09,ATROPELLO,2019-02-08,MILAGRO,GUAYAS,2019-05-15,2019,2
7113,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-05,CHOQUE,2019-05-05,SANTA ISABEL,AZUAY,2019-05-15,2019,5
7114,FEMENINO,VIUDO/A,PEATON,2019-04-18,ATROPELLO,2019-04-18,LATACUNGA,COTOPAXI,2019-05-15,2019,4
7115,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-19,CHOQUE,2019-03-19,MACAS,MORONA SANTIAGO,2019-05-15,2019,3
7116,MASCULINO,SOLTERO/A,PEATON,2019-04-20,ATROPELLO,2019-04-20,BUENA FE,LOS RIOS,2019-05-15,2019,4
7118,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-14,LA TRONCAL,CANAR,2019-05-15,2019,4
7119,MASCULINO,CASADO/A,OCUPANTE,2019-05-03,CHOQUE,2019-05-03,QUEVEDO,LOS RIOS,2019-05-14,2019,5
7120,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-25,CHOQUE,2019-04-20,SANTA ELENA,SANTA ELENA,2019-05-14,2019,4
7121,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-18,CHOQUE,2019-02-18,NUEVA LOJA,SUCUMBIOS,2019-05-14,2019,2
7122,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-06,VOLCAMIENTO,2019-04-06,VINCES,LOS RIOS,2019-05-14,2019,4
7124,MASCULINO,SOLTERO/A,PEATON,2019-04-18,ATROPELLO,2019-04-18,MACHACHI,PICHINCHA,2019-05-14,2019,4
7126,MASCULINO,SOLTERO/A,PEATON,2019-03-19,ATROPELLO,2019-03-19,MILAGRO,GUAYAS,2019-05-14,2019,3
7127,MASCULINO,VIUDO/A,OCUPANTE,2019-04-15,CHOQUE,2019-04-06,SALINAS,SANTA ELENA,2019-05-14,2019,4
7128,FEMENINO,VIUDO/A,OCUPANTE,2019-04-19,CHOQUE,2019-04-19,QUITO,PICHINCHA,2019-05-14,2019,4
7129,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-02,VOLCAMIENTO,2019-05-02,QUITO,PICHINCHA,2019-05-13,2019,5
7130,MASCULINO,CASADO/A,OCUPANTE,2019-04-12,VOLCAMIENTO,2019-04-12,LA MANA,COTOPAXI,2019-05-13,2019,4
7133,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-07,VOLCAMIENTO,2019-04-07,MANTA,MANABI,2019-05-13,2019,4
7134,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-14,AMBATO,TUNGURAHUA,2019-05-13,2019,4
7135,MASCULINO,CASADO/A,PEATON,2019-04-02,ATROPELLO,2019-04-02,SALINAS,SANTA ELENA,2019-05-13,2019,4
7136,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-05,CHOQUE,2019-05-05,NUEVA LOJA,SUCUMBIOS,2019-05-13,2019,5
7138,FEMENINO,SOLTERO/A,PEATON,2019-04-17,ATROPELLO,2019-04-17,LORETO,ORELLANA,2019-05-13,2019,4
7139,MASCULINO,SOLTERO/A,OCUPANTE,2019-02-16,VOLCAMIENTO,2019-02-16,PEDERNALES,MANABI,2019-05-13,2019,2
7140,MASCULINO,CASADO/A,OCUPANTE,2019-05-04,CHOQUE,2019-05-04,SANTA ELENA,SANTA ELENA,2019-05-13,2019,5
7141,MASCULINO,SOLTERO/A,PEATON,2019-04-12,ATROPELLO,2019-04-12,QUITO,PICHINCHA,2019-05-13,2019,4
7142,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-25,CHOQUE,2019-04-24,MONTECRISTI,MANABI,2019-05-13,2019,4
7143,MASCULINO,SOLTERO/A,PEATON,2019-02-05,ATROPELLO,2019-02-05,PUEBLOVIEJO,LOS RIOS,2019-05-13,2019,2
7144,MASCULINO,DIVORCIADO/A,PEATON,2019-05-03,ATROPELLO,2019-05-03,BABAHOYO,LOS RIOS,2019-05-13,2019,5
7145,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-13,CHOQUE,2019-04-13,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-05-13,2019,4
7146,MASCULINO,SOLTERO/A,PEATON,2019-04-23,ATROPELLO,2019-04-21,GUAYAQUIL,GUAYAS,2019-05-13,2019,4
7147,FEMENINO,VIUDO/A,PEATON,2019-04-19,ATROPELLO,2019-04-19,GUALAQUIZA,MORONA SANTIAGO,2019-05-13,2019,4
7149,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-15,BALZAR,GUAYAS,2019-05-10,2019,4
7151,MASCULINO,SOLTERO/A,PEATON,2019-04-25,ATROPELLO,2019-04-25,BABA,LOS RIOS,2019-05-10,2019,4
7153,MASCULINO,SOLTERO/A,PEATON,2019-02-20,ATROPELLO,2019-02-10,EL EMPALME,GUAYAS,2019-05-10,2019,2
7154,MASCULINO,CASADO/A,OCUPANTE,2019-04-29,,2019-04-29,LA LIBERTAD,SANTA ELENA,2019-05-10,2019,4
7155,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-25,CHOQUE,2019-03-22,IBARRA,IMBABURA,2019-05-10,2019,3
7156,FEMENINO,SOLTERO/A,OCUPANTE,2019-04-22,CHOQUE,2019-04-22,ARENILLAS,EL ORO,2019-05-10,2019,4
7157,MASCULINO,SOLTERO/A,PEATON,2019-05-03,ATROPELLO,2019-05-03,AMBATO,TUNGURAHUA,2019-05-10,2019,5
7158,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-21,CHOQUE,2019-04-21,COLTA,CHIMBORAZO,2019-05-10,2019,4
7159,MASCULINO,SOLTERO/A,OCUPANTE,2019-04-14,CHOQUE,2019-04-15,BALZAR,GUAYAS,2019-05-10,2019,4
