no_,genero_de_la_victima,estado_civil_de_la_victima,condicion,fecha_de_muerte_victima,tipo_de_accidente,fecha_siniestro,canton,provincia,fecha_de_creacion_de_proteccion_de_fallecidos,anio,mes_num
5440,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-16,CHOQUE,2019-10-16,ALAUSI,CHIMBORAZO,2019-11-28,2019,10
5441,FEMENINO,SOLTERO/A,PEATON,2019-10-23,ATROPELLO,2019-10-23,QUITO,PICHINCHA,2019-11-28,2019,10
5442,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,QUITO,PICHINCHA,2019-11-28,2019,8
5443,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-16,SALITRE,GUAYAS,2019-11-28,2019,11
5444,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-10,CHOQUE,2019-11-10,MONTALVO,LOS RIOS,2019-11-28,2019,11
5445,FEMENINO,SOLTERO/A,OCUPANTE,2019-03-16,CHOQUE,2019-03-16,QUITO,PICHINCHA,2019-11-28,2019,3
5446,MASCULINO,SOLTERO/A,PEATON,2019-02-02,ATROPELLO,2019-02-02,QUITO,PICHINCHA,2019-11-28,2019,2
5447,FEMENINO,CASADO/A,PEATON,2019-11-05,ATROPELLO,2019-11-05,QUITO,PICHINCHA,2019-11-28,2019,11
5448,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-07,VOLCAMIENTO,2019-11-07,LOJA,LOJA,2019-11-28,2019,11
5449,FEMENINO,SOLTERO/A,PEATON,2019-11-23,ATROPELLO,2019-11-23,QUITO,PICHINCHA,2019-11-28,2019,11
5450,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-24,CHOQUE,2019-11-24,MONTALVO,LOS RIOS,2019-11-28,2019,11
5451,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-16,BABA,LOS RIOS,2019-11-28,2019,11
5452,MASCULINO,SOLTERO/A,PEATON,2019-08-29,ATROPELLO,2019-08-23,QUEVEDO,LOS RIOS,2019-11-28,2019,8
5453,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-16,BABA,LOS RIOS,2019-11-28,2019,11
5454,MASCULINO,SOLTERO/A,PEATON,2019-11-21,ATROPELLO,2019-11-21,QUITO,PICHINCHA,2019-11-28,2019,11
5455,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-11,CHOQUE,2019-11-11,PEDRO VICENTE MALDONADO,PICHINCHA,2019-11-28,2019,11
5457,MASCULINO,CASADO/A,PEATON,2019-10-15,ATROPELLO,2019-10-15,GUAYAQUIL,GUAYAS,2019-11-28,2019,10
5458,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-08,CHOQUE,2019-11-08,TULCAN,CARCHI,2019-11-28,2019,11
5459,MASCULINO,CASADO/A,OCUPANTE,2019-10-09,VOLCAMIENTO,2019-10-09,QUITO,PICHINCHA,2019-11-28,2019,10
5460,MASCULINO,SOLTERO/A,PEATON,2019-11-01,ATROPELLO,2019-11-01,QUITO,PICHINCHA,2019-11-27,2019,11
5461,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-04,CHOQUE,2019-11-04,VINCES,LOS RIOS,2019-11-27,2019,11
5462,MASCULINO,CASADO/A,PEATON,2019-10-05,ATROPELLO,2019-10-05,QUITO,PICHINCHA,2019-11-27,2019,10
5463,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-05,CHOQUE,2019-10-05,QUITO,PICHINCHA,2019-11-27,2019,10
5464,MASCULINO,SOLTERO/A,PEATON,2019-10-28,ATROPELLO,2019-09-14,GUAYAQUIL,GUAYAS,2019-11-27,2019,9
5465,FEMENINO,CASADO/A,OCUPANTE,2019-09-28,CHOQUE,2019-09-28,SALINAS,SANTA ELENA,2019-11-27,2019,9
5466,FEMENINO,SOLTERO/A,OCUPANTE,2019-10-13,CHOQUE,2019-10-13,MILAGRO,GUAYAS,2019-11-27,2019,10
5467,MASCULINO,SOLTERO/A,PEATON,2019-11-06,ATROPELLO,2019-09-06,OTAVALO,IMBABURA,2019-11-27,2019,9
5468,MASCULINO,SOLTERO/A,PEATON,2019-09-06,ATROPELLO,2019-09-06,OTAVALO,IMBABURA,2019-11-27,2019,9
5469,MASCULINO,CASADO/A,PEATON,2019-06-03,ATROPELLO,2019-06-03,BABAHOYO,LOS RIOS,2019-11-27,2019,6
5470,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-10,CHOQUE,2019-11-10,VENTANAS,LOS RIOS,2019-11-27,2019,11
5471,MASCULINO,CASADO/A,OCUPANTE,2019-08-26,CHOQUE,2019-08-23,LOJA,LOJA,2019-11-27,2019,8
5472,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-11,CHOQUE,2019-11-11,MACHALA,EL ORO,2019-11-27,2019,11
5473,MASCULINO,SOLTERO/A,PEATON,2019-10-05,ATROPELLO,2019-10-05,PUEBLOVIEJO,LOS RIOS,2019-11-27,2019,10
5474,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-15,CHOQUE,2019-09-15,BABAHOYO,LOS RIOS,2019-11-26,2019,9
5475,MASCULINO,SOLTERO/A,PEATON,2019-09-30,ATROPELLO,2019-09-30,SUCRE,MANABI,2019-11-26,2019,9
5476,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-28,DESCONOCIDO,2019-10-28,DAULE,GUAYAS,2019-11-26,2019,10
5477,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-15,CHIMBO,BOLIVAR,2019-11-27,2019,11
5478,FEMENINO,DIVORCIADO/A,OCUPANTE,2019-10-28,CHOQUE,2019-10-27,CHONE,MANABI,2019-11-26,2019,10
5479,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-20,CHOQUE,2019-09-20,VINCES,LOS RIOS,2019-11-26,2019,9
5480,MASCULINO,CASADO/A,OCUPANTE,2019-11-05,CAIDA,2019-11-05,PILLARO,TUNGURAHUA,2019-11-26,2019,11
5481,FEMENINO,SOLTERO/A,OCUPANTE,2019-05-12,VOLCAMIENTO,2019-05-12,SAN GABRIEL,CARCHI,2019-11-26,2019,5
5482,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-16,CHOQUE,2019-10-16,EL GUABO,EL ORO,2019-11-26,2019,10
5483,MASCULINO,CASADO/A,OCUPANTE,2019-11-06,DESCONOCIDO,2019-11-06,GUAMOTE,CHIMBORAZO,2019-11-26,2019,11
5484,MASCULINO,SOLTERO/A,PEATON,2019-10-31,ATROPELLO,2019-10-31,RIOBAMBA,CHIMBORAZO,2019-11-26,2019,10
5485,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-25,CHOQUE,2019-10-25,MILAGRO,GUAYAS,2019-11-26,2019,10
5486,MASCULINO,CASADO/A,BICICLETA,2019-07-06,ATROPELLO,2019-07-06,GUAYAQUIL,GUAYAS,2019-11-25,2019,7
5487,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-04,CHOQUE,2019-11-04,CUMANDA,CHIMBORAZO,2019-11-25,2019,11
5488,MASCULINO,SOLTERO/A,PEATON,2019-11-01,ATROPELLO,2019-11-01,COLTA,CHIMBORAZO,2019-11-25,2019,11
5489,MASCULINO,CASADO/A,OCUPANTE,2019-10-05,VOLCAMIENTO,2019-10-05,PALLATANGA,CHIMBORAZO,2019-11-25,2019,10
5490,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-08-23,CHOQUE,2019-08-23,CUMANDA,CHIMBORAZO,2019-11-25,2019,8
5491,MASCULINO,SOLTERO/A,PEATON,2019-09-14,ATROPELLO,2019-09-13,MILAGRO,GUAYAS,2019-11-25,2019,9
5492,MASCULINO,CASADO/A,OCUPANTE,2019-09-27,CHOQUE,2019-09-27,MOCACHE,LOS RIOS,2019-11-25,2019,9
5493,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-06,CHOQUE,2019-11-06,SANTA LUCIA,GUAYAS,2019-11-25,2019,11
5494,MASCULINO,CASADO/A,OCUPANTE,2019-09-26,CHOQUE,2019-09-26,GUAYAQUIL,GUAYAS,2019-11-22,2019,9
5495,MASCULINO,CASADO/A,OCUPANTE,2019-10-29,CHOQUE,2019-10-29,MANTA,MANABI,2019-11-22,2019,10
5496,MASCULINO,SOLTERO/A,PEATON,2019-10-27,ATROPELLO,2019-10-27,NARANJAL,GUAYAS,2019-11-22,2019,10
5497,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-13,VOLCAMIENTO,2019-10-13,PALANDA,ZAMORA CHINCHIPE,2019-11-22,2019,10
5498,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-08,CHOQUE,2019-04-26,LORETO,ORELLANA,2019-11-22,2019,4
5499,FEMENINO,SOLTERO/A,PEATON,2019-11-10,ATROPELLO,2019-11-10,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-11-22,2019,11
5500,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-11,CHOQUE,2019-10-11,PORTOVIEJO,MANABI,2019-11-22,2019,10
5501,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-07,CHOQUE,2019-11-07,BABAHOYO,LOS RIOS,2019-11-22,2019,11
5502,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-28,VOLCAMIENTO,2019-10-28,PORTOVIEJO,MANABI,2019-11-22,2019,10
5503,MASCULINO,SOLTERO/A,PEATON,2019-10-26,ATROPELLO,2019-10-26,PAJAN,MANABI,2019-11-22,2019,10
5504,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-09-12,CHOQUE,2019-09-12,PORTOVIEJO,MANABI,2019-11-22,2019,9
5505,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-04,CHOQUE,2019-11-04,LOGRONO,MORONA SANTIAGO,2019-11-22,2019,11
5506,FEMENINO,CASADO/A,OCUPANTE,2019-09-22,VOLCAMIENTO,2019-09-22,QUITO,PICHINCHA,2019-11-22,2019,9
5507,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-16,CHOQUE,2019-11-16,PEDRO CARBO,GUAYAS,2019-11-21,2019,11
5508,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-21,CHOQUE,2019-09-07,EL ANGEL,CARCHI,2019-11-21,2019,9
5509,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-03,CHOQUE,2019-11-03,PORTOVIEJO,MANABI,2019-11-21,2019,11
5510,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-04,VOLCAMIENTO,2019-09-27,SAN GABRIEL,CARCHI,2019-11-21,2019,9
5511,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-01,VOLCAMIENTO,2019-11-01,MIRA,CARCHI,2019-11-21,2019,11
5512,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-03,CHOQUE,2019-11-03,JUNIN,MANABI,2019-11-21,2019,11
5513,MASCULINO,CASADO/A,OCUPANTE,2019-10-15,VOLCAMIENTO,2019-10-15,AMBATO,TUNGURAHUA,2019-11-21,2019,10
5514,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-06,CHOQUE,2019-11-06,NUEVA LOJA,SUCUMBIOS,2019-11-21,2019,11
5515,FEMENINO,SOLTERO/A,PEATON,2019-10-22,ATROPELLO,2019-10-22,SAN GABRIEL,CARCHI,2019-11-21,2019,10
5516,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-01,CAIDA,2019-09-29,NARANJAL,GUAYAS,2019-11-21,2019,9
5517,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-28,CHOQUE,2019-09-28,NARANJAL,GUAYAS,2019-11-21,2019,9
5518,MASCULINO,SOLTERO/A,PEATON,2019-08-24,ATROPELLO,2019-08-24,LA TRONCAL,CANAR,2019-11-20,2019,8
5519,FEMENINO,SOLTERO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-27,SANTA ELENA,SANTA ELENA,2019-11-20,2019,10
5520,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-17,CHOQUE,2019-08-17,QUITO,PICHINCHA,2019-11-20,2019,8
5521,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-02,VOLCAMIENTO,2019-11-02,MANTA,MANABI,2019-11-20,2019,11
5522,MASCULINO,SOLTERO/A,OCUPANTE,2019-05-02,CHOQUE,2019-05-02,DAULE,GUAYAS,2019-11-20,2019,5
5523,FEMENINO,SOLTERO/A,OCUPANTE,2019-11-05,VOLCAMIENTO,2019-11-05,PALLATANGA,CHIMBORAZO,2019-11-20,2019,11
5524,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-08,CHOQUE,2019-07-24,CANAR,CANAR,2019-11-20,2019,7
5525,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-20,CHOQUE,2019-10-20,ESMERALDAS,ESMERALDAS,2019-11-20,2019,10
5526,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-11,CHOQUE,2019-11-06,NUEVA LOJA,SUCUMBIOS,2019-11-20,2019,11
5527,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-06,CHOQUE,2019-08-06,RIOVERDE,ESMERALDAS,2019-11-19,2019,8
5528,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-01,CHOQUE,2019-11-01,RIOVERDE,ESMERALDAS,2019-11-19,2019,11
5529,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-01,VOLCAMIENTO,2019-11-01,EL CARMEN,MANABI,2019-11-19,2019,11
5530,FEMENINO,SOLTERO/A,PEATON,2019-10-26,ATROPELLO,2019-10-26,DAULE,GUAYAS,2019-11-19,2019,10
5531,FEMENINO,SOLTERO/A,PEATON,2019-08-18,ATROPELLO,2019-08-18,GUARANDA,BOLIVAR,2019-11-19,2019,8
5532,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-06,CHOQUE,2019-11-06,DURAN,GUAYAS,2019-11-19,2019,11
5533,MASCULINO,CASADO/A,OCUPANTE,2019-10-20,CHOQUE,2019-10-20,QUITO,PICHINCHA,2019-11-18,2019,10
5534,MASCULINO,SOLTERO/A,PEATON,2019-10-17,ATROPELLO,2019-10-16,AMBATO,TUNGURAHUA,2019-11-18,2019,10
5535,MASCULINO,CASADO/A,OCUPANTE,2019-10-23,VOLCAMIENTO,2019-10-23,GUARANDA,BOLIVAR,2019-11-18,2019,10
5536,FEMENINO,CASADO/A,OCUPANTE,2019-09-08,CHOQUE,2019-09-08,QUITO,PICHINCHA,2019-11-18,2019,9
5537,MASCULINO,SOLTERO/A,PEATON,2019-11-07,ATROPELLO,2019-11-07,PUJILI,COTOPAXI,2019-11-15,2019,11
5538,MASCULINO,CASADO/A,PEATON,2019-10-13,ATROPELLO,2019-10-12,CUENCA,AZUAY,2019-11-15,2019,10
5539,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-30,CHOQUE,2019-09-23,CHORDELEG,AZUAY,2019-11-15,2019,9
5540,MASCULINO,CASADO/A,OCUPANTE,2019-10-13,VOLCAMIENTO,2019-10-13,GUAYAQUIL,GUAYAS,2019-11-15,2019,10
5541,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-28,CHOQUE,2019-09-28,MANTA,MANABI,2019-11-15,2019,9
5542,FEMENINO,CASADO/A,OCUPANTE,2019-09-06,CHOQUE,2019-09-06,QUITO,PICHINCHA,2019-11-15,2019,9
5543,FEMENINO,CASADO/A,PEATON,2019-06-27,ATROPELLO,2019-06-27,QUITO,PICHINCHA,2019-11-15,2019,6
5544,MASCULINO,SOLTERO/A,OCUPANTE,2019-11-02,CHOQUE,2019-11-02,LOGRONO,MORONA SANTIAGO,2019-11-15,2019,11
5545,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-09,CHOQUE,2019-10-09,QUITO,PICHINCHA,2019-11-14,2019,10
5546,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-30,VOLCAMIENTO,2019-09-30,EL GUABO,EL ORO,2019-11-14,2019,9
5547,FEMENINO,VIUDO/A,OCUPANTE,2019-11-02,VOLCAMIENTO,2019-11-02,QUITO,PICHINCHA,2019-11-14,2019,11
5548,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-16,VOLCAMIENTO,2019-08-15,PEDRO CARBO,GUAYAS,2019-11-14,2019,8
5549,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-26,CHOQUE,2019-09-08,MANTA,MANABI,2019-11-14,2019,9
5550,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-27,PIMAMPIRO,IMBABURA,2019-11-14,2019,10
5551,MASCULINO,SOLTERO/A,OCUPANTE,2019-03-19,CHOQUE,2019-03-13,EL CARMEN,MANABI,2019-11-14,2019,3
5552,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-24,CHOQUE,2019-10-24,SAMBORONDON,GUAYAS,2019-11-14,2019,10
5553,FEMENINO,CASADO/A,OCUPANTE,2019-11-04,CHOQUE,2019-10-13,BABAHOYO,LOS RIOS,2019-11-14,2019,10
5554,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-27,MILAGRO,GUAYAS,2019-11-14,2019,10
5555,MASCULINO,SOLTERO/A,BICICLETA,2019-10-12,CHOQUE,2019-10-10,SANGOLQUI,PICHINCHA,2019-11-14,2019,10
5556,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-08,CHOQUE,2019-10-08,VINCES,LOS RIOS,2019-11-13,2019,10
5557,FEMENINO,SOLTERO/A,OCUPANTE,2019-08-10,VOLCAMIENTO,2019-08-10,SANTA ROSA,EL ORO,2019-11-13,2019,8
5558,MASCULINO,SOLTERO/A,OCUPANTE,2019-01-14,CHOQUE,2019-01-13,GUAYAQUIL,GUAYAS,2019-11-13,2019,1
5559,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-26,CAYAMBE,PICHINCHA,2019-11-13,2019,10
5560,MASCULINO,CASADO/A,OCUPANTE,2019-08-16,CHOQUE,2019-08-16,QUITO,PICHINCHA,2019-11-13,2019,8
5561,FEMENINO,SOLTERO/A,PEATON,2019-10-14,ATROPELLO,2019-10-14,LATACUNGA,COTOPAXI,2019-11-13,2019,10
5562,MASCULINO,SOLTERO/A,PEATON,2019-10-03,ATROPELLO,2019-10-03,LATACUNGA,COTOPAXI,2019-11-13,2019,10
5563,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-21,CHOQUE,2019-10-21,LA TRONCAL,CANAR,2019-11-13,2019,10
5564,MASCULINO,CASADO/A,PEATON,2019-09-26,ATROPELLO,2019-09-25,SANTA ROSA,EL ORO,2019-11-13,2019,9
5565,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-31,VOLCAMIENTO,2019-10-31,QUEVEDO,LOS RIOS,2019-11-13,2019,10
5566,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-06,CHOQUE,2019-10-06,RIOVERDE,ESMERALDAS,2019-11-13,2019,10
5567,MASCULINO,CASADO/A,OCUPANTE,2019-09-11,CHOQUE,2019-09-10,GUAYAQUIL,GUAYAS,2019-11-13,2019,9
5568,MASCULINO,SOLTERO/A,PEATON,2019-01-22,ATROPELLO,2019-01-22,SANTO DOMINGO,SANTO DOMINGO DE LOS TSACHILAS,2019-11-13,2019,1
5569,MASCULINO,CASADO/A,OCUPANTE,2019-09-28,VOLCAMIENTO,2019-09-28,IBARRA,IMBABURA,2019-11-13,2019,9
5570,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-07,CHOQUE,2019-10-05,QUITO,PICHINCHA,2019-11-13,2019,10
5571,FEMENINO,CASADO/A,OCUPANTE,2019-09-29,VOLCAMIENTO,2019-09-29,PORTOVIEJO,MANABI,2019-11-13,2019,9
5572,MASCULINO,SOLTERO/A,PEATON,2019-10-19,ATROPELLO,2019-10-19,DAULE,GUAYAS,2019-11-13,2019,10
5573,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-30,CHOQUE,2019-09-30,CAYAMBE,PICHINCHA,2019-11-13,2019,9
5574,MASCULINO,SOLTERO/A,PEATON,2019-10-17,CHOQUE,2019-10-17,HUAQUILLAS,EL ORO,2019-11-13,2019,10
5575,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-04,CHOQUE,2019-09-28,MILAGRO,GUAYAS,2019-11-13,2019,9
5576,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-09-21,CHOQUE,2019-09-21,DAULE,GUAYAS,2019-11-13,2019,9
5578,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-10-29,CHOQUE,2019-10-29,MILAGRO,GUAYAS,2019-11-13,2019,10
5579,MASCULINO,CASADO/A,OCUPANTE,2019-10-27,CHOQUE,2019-10-27,SANTA ELENA,SANTA ELENA,2019-11-12,2019,10
5580,MASCULINO,SOLTERO/A,PEATON,2019-10-02,ATROPELLO,2019-10-02,GUAYAQUIL,GUAYAS,2019-11-12,2019,10
5581,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-12,CHOQUE,2019-10-12,BALZAR,GUAYAS,2019-11-12,2019,10
5582,MASCULINO,SOLTERO/A,PEATON,2019-05-25,ATROPELLO,2019-05-25,QUITO,PICHINCHA,2019-11-12,2019,5
5583,MASCULINO,CASADO/A,OCUPANTE,2019-10-28,CHOQUE,2019-10-28,QUITO,PICHINCHA,2019-11-12,2019,10
5584,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-08,CHOQUE,2019-09-08,SAMBORONDON,GUAYAS,2019-11-12,2019,9
5585,MASCULINO,CASADO/A,PEATON,2019-09-28,ATROPELLO,2019-09-28,GUAYAQUIL,GUAYAS,2019-11-12,2019,9
5586,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-16,CHOQUE,2019-09-16,DAULE,GUAYAS,2019-11-12,2019,9
5587,MASCULINO,CASADO/A,OCUPANTE,2019-10-18,CHOQUE,2019-10-18,MACHALA,EL ORO,2019-11-12,2019,10
5588,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-28,VOLCAMIENTO,2019-08-20,GUARANDA,BOLIVAR,2019-11-12,2019,8
5589,MASCULINO,SOLTERO/A,OCUPANTE,2019-07-01,CHOQUE,2019-06-30,DAULE,GUAYAS,2019-11-12,2019,6
5590,MASCULINO,SOLTERO/A,PEATON,2019-09-21,ATROPELLO,2019-09-21,DAULE,GUAYAS,2019-11-12,2019,9
5591,MASCULINO,CASADO/A,PEATON,2019-08-24,ATROPELLO,2019-08-24,SANTA ANA,MANABI,2019-11-12,2019,8
5592,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-20,VOLCAMIENTO,2019-10-19,QUITO,PICHINCHA,2019-11-12,2019,10
5593,MASCULINO,CASADO/A,OCUPANTE,2019-10-22,CHOQUE,2019-10-22,GUAYAQUIL,GUAYAS,2019-11-11,2019,10
5594,MASCULINO,SOLTERO/A,PEATON,2019-09-22,ATROPELLO,2019-09-22,SANTA ROSA,EL ORO,2019-11-11,2019,9
5595,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-12,CHOQUE,2019-08-12,BUENA FE,LOS RIOS,2019-11-11,2019,8
5596,FEMENINO,SOLTERO/A,PEATON,2019-08-31,ATROPELLO,2019-08-31,PORTOVIEJO,MANABI,2019-11-11,2019,8
5597,MASCULINO,CASADO/A,OCUPANTE,2019-08-05,VOLCAMIENTO,2019-08-05,LOJA,LOJA,2019-11-11,2019,8
5598,MASCULINO,CASADO/A,OCUPANTE,2019-10-13,CHOQUE,2019-10-13,EL CARMEN,MANABI,2019-11-11,2019,10
5599,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-08,VOLCAMIENTO,2019-09-08,LATACUNGA,COTOPAXI,2019-11-11,2019,9
5600,FEMENINO,CASADO/A,OCUPANTE,2019-09-22,CHOQUE,2019-09-22,LOJA,LOJA,2019-11-11,2019,9
5601,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-26,CHOQUE,2019-09-26,PUEBLOVIEJO,LOS RIOS,2019-11-11,2019,9
5602,MASCULINO,CASADO/A,OCUPANTE,2019-09-29,VOLCAMIENTO,2019-09-29,AMBATO,TUNGURAHUA,2019-11-11,2019,9
5603,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-04,CHOQUE,2019-07-06,MANTA,MANABI,2019-11-11,2019,7
5604,MASCULINO,CASADO/A,PEATON,2019-06-28,ATROPELLO,2019-06-28,MACHACHI,PICHINCHA,2019-11-11,2019,6
5605,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-29,CHOQUE,2019-10-26,MONTALVO,LOS RIOS,2019-11-11,2019,10
5606,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-04,CHOQUE,2019-10-04,LA TRONCAL,CANAR,2019-11-11,2019,10
5607,FEMENINO,SOLTERO/A,OCUPANTE,2019-10-19,CHOQUE,2019-10-19,DAULE,GUAYAS,2019-11-08,2019,10
5608,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-10,CHOQUE,2019-10-10,QUITO,PICHINCHA,2019-11-08,2019,10
5609,MASCULINO,CASADO/A,OCUPANTE,2019-10-21,CHOQUE,2019-10-21,SAN MIGUEL,BOLIVAR,2019-11-08,2019,10
5610,MASCULINO,SOLTERO/A,PEATON,2019-09-16,ATROPELLO,2019-09-16,DAULE,GUAYAS,2019-11-08,2019,9
5611,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-28,CHOQUE,2019-09-28,BABAHOYO,LOS RIOS,2019-11-08,2019,9
5612,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-27,CHOQUE,2019-09-27,YAGUACHI,GUAYAS,2019-11-08,2019,9
5613,MASCULINO,CASADO/A,OCUPANTE,2019-10-06,VOLCAMIENTO,2019-10-05,GUAMOTE,CHIMBORAZO,2019-11-08,2019,10
5614,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-25,CHOQUE,2019-08-24,CHONE,MANABI,2019-11-08,2019,8
5615,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-27,CHOQUE,2019-09-27,LATACUNGA,COTOPAXI,2019-11-08,2019,9
5616,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-27,CHOQUE,2019-09-27,LATACUNGA,COTOPAXI,2019-11-08,2019,9
5617,MASCULINO,DIVORCIADO/A,OCUPANTE,2019-09-19,CHOQUE,2019-10-19,BABAHOYO,LOS RIOS,2019-11-08,2019,10
5619,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-10,VOLCAMIENTO,2019-08-10,NARANJAL,GUAYAS,2019-11-08,2019,8
5620,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-03,CHOQUE,2019-09-03,NARANJAL,GUAYAS,2019-11-07,2019,9
5621,MASCULINO,SOLTERO/A,PEATON,2019-10-27,ATROPELLO,2019-10-27,LA MANA,COTOPAXI,2019-11-07,2019,10
5622,FEMENINO,SOLTERO/A,OCUPANTE,2019-09-20,ATROPELLO,2019-09-20,DURAN,GUAYAS,2019-11-07,2019,9
5623,MASCULINO,SOLTERO/A,OCUPANTE,2019-09-29,DESCONOCIDO,2019-09-30,NARANJITO,GUAYAS,2019-11-07,2019,9
5624,MASCULINO,SOLTERO/A,PEATON,2019-10-22,ATROPELLO,2019-10-22,LUMBAQUI,SUCUMBIOS,2019-11-07,2019,10
5625,MASCULINO,SOLTERO/A,OCUPANTE,2019-10-06,VOLCAMIENTO,2019-10-06,PALLATANGA,CHIMBORAZO,2019-11-07,2019,10
5626,MASCULINO,SOLTERO/A,OCUPANTE,2019-08-23,VOLCAMIENTO,2019-08-23,AMBATO,TUNGURAHUA,2019-11-07,2019,8
5627,MASCULINO,SOLTERO/A,PEATON,2019-10-06,ATROPELLO,2019-10-06,CUENCA,AZUAY,2019-11-07,2019,10
5628,FEMENINO,DIVORCIADO/A,PEATON,2019-04-23,ATROPELLO,2019-04-24,GUAYAQUIL,GUAYAS,2019-11-07,2019,4
